cause_id.level3,cause_name,icd10,icd10_name
408,Other infectious diseases,B33.3,"Retrovirus infections, not elsewhere classified"
408,Other infectious diseases,I02.9,Rheumatic chorea without heart involvement
408,Other infectious diseases,B48.1,Rhinosporidiosis
408,Other infectious diseases,B06.0,Rubella with neurological complications
408,Other infectious diseases,B06.8,Rubella with other complications
408,Other infectious diseases,B06.9,Rubella without complication
408,Other infectious diseases,A38.9,"Scarlet fever, uncomplicated"
408,Other infectious diseases,A38.1,Scarlet fever with myocarditis
408,Other infectious diseases,A38.8,Scarlet fever with other complications
408,Other infectious diseases,A38.0,Scarlet fever with otitis media
408,Other infectious diseases,A20.7,Septicemic plague
408,Other infectious diseases,A25.0,Spirillosis
408,Other infectious diseases,A25.1,Streptobacillosis
408,Other infectious diseases,A49.1,"Streptococcal infection, unspecified site"
408,Other infectious diseases,J02.0,Streptococcal pharyngitis
408,Other infectious diseases,J03.0,Streptococcal tonsillitis
408,Other infectious diseases,B95.0,"Streptococcus, group A, causing diseases classd elswhr"
408,Other infectious diseases,B95.1,"Streptococcus, group B, causing diseases classd elswhr"
408,Other infectious diseases,B95.3,Streptococcus pneumoniae causing diseases classd elswhr
408,Other infectious diseases,A24.2,Subacute and chronic melioidosis
408,Other infectious diseases,A81.1,Subacute sclerosing panencephalitis
408,Other infectious diseases,A21.9,"Tularemia, unspecified"
408,Other infectious diseases,A21.0,Ulceroglandular tularemia
408,Other infectious diseases,B95.5,Unsp streptococcus as the cause of diseases classd elswhr
408,Other infectious diseases,A28.9,"Zoonotic bacterial disease, unspecified"
408,Other infectious diseases,P37.1,Congenital toxoplasmosis
411,Esophageal cancer,D13.0,Benign neoplasm of esophagus
411,Esophageal cancer,D00.1,Carcinoma in situ of esophagus
411,Esophageal cancer,C15.9,"Malignant neoplasm of esophagus, unspecified"
411,Esophageal cancer,C15.5,Malignant neoplasm of lower third of esophagus
411,Esophageal cancer,C15.4,Malignant neoplasm of middle third of esophagus
411,Esophageal cancer,C15.8,Malignant neoplasm of overlapping sites of esophagus
411,Esophageal cancer,C15.3,Malignant neoplasm of upper third of esophagus
414,Stomach cancer,D13.1,Benign neoplasm of stomach
414,Stomach cancer,D00.2,Carcinoma in situ of stomach
414,Stomach cancer,C16.2,Malignant neoplasm of body of stomach
414,Stomach cancer,C16.0,Malignant neoplasm of cardia
414,Stomach cancer,C16.1,Malignant neoplasm of fundus of stomach
414,Stomach cancer,C16.6,"Malignant neoplasm of greater curvature of stomach, unsp"
414,Stomach cancer,C16.5,"Malignant neoplasm of lesser curvature of stomach, unsp"
414,Stomach cancer,C16.8,Malignant neoplasm of overlapping sites of stomach
414,Stomach cancer,C16.3,Malignant neoplasm of pyloric antrum
414,Stomach cancer,C16.4,Malignant neoplasm of pylorus
414,Stomach cancer,C16.9,"Malignant neoplasm of stomach, unspecified"
414,Stomach cancer,D37.1,Neoplasm of uncertain behavior of stomach
417,Liver cancer,C22.3,Angiosarcoma of liver
417,Liver cancer,D13.4,Benign neoplasm of liver
417,Liver cancer,C22.2,Hepatoblastoma
417,Liver cancer,C22.1,Intrahepatic bile duct carcinoma
417,Liver cancer,C22.0,Liver cell carcinoma
417,Liver cancer,C22.8,"Malignant neoplasm of liver, primary, unspecified as to type"
417,Liver cancer,C22.9,"Malig neoplasm of liver, not specified as primary or sec"
417,Liver cancer,C22.4,Other sarcomas of liver
417,Liver cancer,C22.7,Other specified carcinomas of liver
423,Larynx cancer,D14.1,Benign neoplasm of larynx
423,Larynx cancer,D02.0,Carcinoma in situ of larynx
423,Larynx cancer,C32.0,Malignant neoplasm of glottis
423,Larynx cancer,C32.3,Malignant neoplasm of laryngeal cartilage
423,Larynx cancer,C32.9,"Malignant neoplasm of larynx, unspecified"
423,Larynx cancer,C32.8,Malignant neoplasm of overlapping sites of larynx
423,Larynx cancer,C32.2,Malignant neoplasm of subglottis
423,Larynx cancer,C32.1,Malignant neoplasm of supraglottis
423,Larynx cancer,D38.0,Neoplasm of uncertain behavior of larynx
426,"Tracheal, bronchus, and lung cancer",D14.3,Benign neoplasm of bronchus and lung
426,"Tracheal, bronchus, and lung cancer",D14.2,Benign neoplasm of trachea
426,"Tracheal, bronchus, and lung cancer",D02.2,Carcinoma in situ of bronchus and lung
426,"Tracheal, bronchus, and lung cancer",D02.3,Carcinoma in situ of other parts of respiratory system
426,"Tracheal, bronchus, and lung cancer",D02.1,Carcinoma in situ of trachea
426,"Tracheal, bronchus, and lung cancer",C34.3,"Malignant neoplasm of lower lobe, bronchus or lung"
426,"Tracheal, bronchus, and lung cancer",C34.0,Malignant neoplasm of main bronchus
426,"Tracheal, bronchus, and lung cancer",C34.2,"Malignant neoplasm of middle lobe, bronchus or lung"
426,"Tracheal, bronchus, and lung cancer",C34.8,Malignant neoplasm of overlapping sites of bronchus and lung
426,"Tracheal, bronchus, and lung cancer",C34.9,Malignant neoplasm of unspecified part of bronchus or lung
426,"Tracheal, bronchus, and lung cancer",C34.1,"Malignant neoplasm of upper lobe, bronchus or lung"
426,"Tracheal, bronchus, and lung cancer",D38.1,"Neoplasm of uncertain behavior of trachea, bronchus and lung"
429,Breast cancer,D24.2,Benign neoplasm of left breast
429,Breast cancer,D24.1,Benign neoplasm of right breast
429,Breast cancer,D24.9,Benign neoplasm of unspecified breast
429,Breast cancer,N60.1,Diffuse cystic mastopathy
429,Breast cancer,N60.2,Fibroadenosis of breast
429,Breast cancer,N60.3,Fibrosclerosis of breast
429,Breast cancer,D05.1,Intraductal carcinoma in situ of breast
429,Breast cancer,D05.0,Lobular carcinoma in situ of breast
429,Breast cancer,C50.6,Malignant neoplasm of axillary tail of breast
429,Breast cancer,C50.9,Malignant neoplasm of breast of unspecified site
429,Breast cancer,C50.1,Malignant neoplasm of central portion of breast
429,Breast cancer,C50.3,Malignant neoplasm of lower-inner quadrant of breast
429,Breast cancer,C50.5,Malignant neoplasm of lower-outer quadrant of breast
429,Breast cancer,C50.0,Malignant neoplasm of nipple and areola
429,Breast cancer,C50.8,Malignant neoplasm of overlapping sites of breast
429,Breast cancer,C50.2,Malignant neoplasm of upper-inner quadrant of breast
429,Breast cancer,C50.4,Malignant neoplasm of upper-outer quadrant of breast
429,Breast cancer,N60.4,Mammary duct ectasia
429,Breast cancer,D48.6,Neoplasm of uncertain behavior of breast
429,Breast cancer,D49.3,Neoplasm of unspecified behavior of breast
429,Breast cancer,N60.8,Other benign mammary dysplasias
429,Breast cancer,D05.8,Other specified type of carcinoma in situ of breast
429,Breast cancer,N60.0,Solitary cyst of breast
429,Breast cancer,N60.9,Unspecified benign mammary dysplasia
429,Breast cancer,D05.9,Unspecified type of carcinoma in situ of breast
432,Cervical cancer,D06.9,"Carcinoma in situ of cervix, unspecified"
432,Cervical cancer,D06.0,Carcinoma in situ of endocervix
432,Cervical cancer,D06.1,Carcinoma in situ of exocervix
432,Cervical cancer,D06.7,Carcinoma in situ of other parts of cervix
432,Cervical cancer,C53.9,"Malignant neoplasm of cervix uteri, unspecified"
432,Cervical cancer,C53.0,Malignant neoplasm of endocervix
432,Cervical cancer,C53.1,Malignant neoplasm of exocervix
432,Cervical cancer,C53.8,Malignant neoplasm of overlapping sites of cervix uteri
435,Uterine cancer,D07.0,Carcinoma in situ of endometrium
435,Uterine cancer,D07.2,Carcinoma in situ of vagina
435,Uterine cancer,D07.1,Carcinoma in situ of vulva
435,Uterine cancer,N87.9,"Dysplasia of cervix uteri, unspecified"
435,Uterine cancer,C54.9,"Malignant neoplasm of corpus uteri, unspecified"
435,Uterine cancer,C54.1,Malignant neoplasm of endometrium
435,Uterine cancer,C54.3,Malignant neoplasm of fundus uteri
435,Uterine cancer,C54.0,Malignant neoplasm of isthmus uteri
435,Uterine cancer,C54.2,Malignant neoplasm of myometrium
435,Uterine cancer,C54.8,Malignant neoplasm of overlapping sites of corpus uteri
435,Uterine cancer,N87.0,Mild cervical dysplasia
435,Uterine cancer,N87.1,Moderate cervical dysplasia
438,Prostate cancer,D29.1,Benign neoplasm of prostate
438,Prostate cancer,D07.5,Carcinoma in situ of prostate
438,Prostate cancer,D40.0,Neoplasm of uncertain behavior of prostate
441,Colon and rectum cancer,D12.9,Benign neoplasm of anus and anal canal
441,Colon and rectum cancer,D12.1,Benign neoplasm of appendix
441,Colon and rectum cancer,D12.2,Benign neoplasm of ascending colon
441,Colon and rectum cancer,D12.0,Benign neoplasm of cecum
441,Colon and rectum cancer,D12.6,"Benign neoplasm of colon, unspecified"
441,Colon and rectum cancer,D12.4,Benign neoplasm of descending colon
441,Colon and rectum cancer,D12.7,Benign neoplasm of rectosigmoid junction
441,Colon and rectum cancer,D12.8,Benign neoplasm of rectum
441,Colon and rectum cancer,D12.5,Benign neoplasm of sigmoid colon
441,Colon and rectum cancer,D12.3,Benign neoplasm of transverse colon
441,Colon and rectum cancer,D01.3,Carcinoma in situ of anus and anal canal
441,Colon and rectum cancer,D01.0,Carcinoma in situ of colon
441,Colon and rectum cancer,D01.1,Carcinoma in situ of rectosigmoid junction
441,Colon and rectum cancer,D01.2,Carcinoma in situ of rectum
441,Colon and rectum cancer,C21.1,Malignant neoplasm of anal canal
441,Colon and rectum cancer,C21.0,"Malignant neoplasm of anus, unspecified"
441,Colon and rectum cancer,C18.1,Malignant neoplasm of appendix
441,Colon and rectum cancer,C18.2,Malignant neoplasm of ascending colon
441,Colon and rectum cancer,C18.0,Malignant neoplasm of cecum
441,Colon and rectum cancer,C21.2,Malignant neoplasm of cloacogenic zone
441,Colon and rectum cancer,C18.9,"Malignant neoplasm of colon, unspecified"
441,Colon and rectum cancer,C18.6,Malignant neoplasm of descending colon
441,Colon and rectum cancer,C18.3,Malignant neoplasm of hepatic flexure
441,Colon and rectum cancer,C18.8,Malignant neoplasm of overlapping sites of colon
441,Colon and rectum cancer,C18.7,Malignant neoplasm of sigmoid colon
441,Colon and rectum cancer,C18.5,Malignant neoplasm of splenic flexure
441,Colon and rectum cancer,C18.4,Malignant neoplasm of transverse colon
441,Colon and rectum cancer,C21.8,"Malig neoplasm of ovrlp sites of rectum, anus and anal canal"
441,Colon and rectum cancer,D37.3,Neoplasm of uncertain behavior of appendix
441,Colon and rectum cancer,D37.4,Neoplasm of uncertain behavior of colon
441,Colon and rectum cancer,D37.5,Neoplasm of uncertain behavior of rectum
444,Lip and oral cavity cancer,D10.2,Benign neoplasm of floor of mouth
444,Lip and oral cavity cancer,D10.0,Benign neoplasm of lip
444,Lip and oral cavity cancer,D11.9,"Benign neoplasm of major salivary gland, unspecified"
444,Lip and oral cavity cancer,D11.7,Benign neoplasm of other major salivary glands
444,Lip and oral cavity cancer,D10.5,Benign neoplasm of other parts of oropharynx
444,Lip and oral cavity cancer,D11.0,Benign neoplasm of parotid gland
444,Lip and oral cavity cancer,D10.1,Benign neoplasm of tongue
444,Lip and oral cavity cancer,D10.4,Benign neoplasm of tonsil
444,Lip and oral cavity cancer,C04.0,Malignant neoplasm of anterior floor of mouth
444,Lip and oral cavity cancer,C02.1,Malignant neoplasm of border of tongue
444,Lip and oral cavity cancer,C06.0,Malignant neoplasm of cheek mucosa
444,Lip and oral cavity cancer,C00.6,"Malignant neoplasm of commissure of lip, unspecified"
444,Lip and oral cavity cancer,C02.0,Malignant neoplasm of dorsal surface of tongue
444,Lip and oral cavity cancer,C00.2,"Malignant neoplasm of external lip, unspecified"
444,Lip and oral cavity cancer,C00.1,Malignant neoplasm of external lower lip
444,Lip and oral cavity cancer,C00.0,Malignant neoplasm of external upper lip
444,Lip and oral cavity cancer,C04.9,"Malignant neoplasm of floor of mouth, unspecified"
444,Lip and oral cavity cancer,C03.9,"Malignant neoplasm of gum, unspecified"
444,Lip and oral cavity cancer,C05.0,Malignant neoplasm of hard palate
444,Lip and oral cavity cancer,C04.1,Malignant neoplasm of lateral floor of mouth
444,Lip and oral cavity cancer,C02.4,Malignant neoplasm of lingual tonsil
444,Lip and oral cavity cancer,C00.9,"Malignant neoplasm of lip, unspecified"
444,Lip and oral cavity cancer,C00.5,"Malignant neoplasm of lip, unspecified, inner aspect"
444,Lip and oral cavity cancer,C03.1,Malignant neoplasm of lower gum
444,Lip and oral cavity cancer,C00.4,"Malignant neoplasm of lower lip, inner aspect"
444,Lip and oral cavity cancer,C08.9,"Malignant neoplasm of major salivary gland, unspecified"
444,Lip and oral cavity cancer,C06.9,"Malignant neoplasm of mouth, unspecified"
444,Lip and oral cavity cancer,C04.8,Malignant neoplasm of overlapping sites of floor of mouth
444,Lip and oral cavity cancer,C00.8,Malignant neoplasm of overlapping sites of lip
444,Lip and oral cavity cancer,C05.8,Malignant neoplasm of overlapping sites of palate
444,Lip and oral cavity cancer,C02.8,Malignant neoplasm of overlapping sites of tongue
444,Lip and oral cavity cancer,C06.8,Malignant neoplasm of ovrlp sites of and unsp parts of mouth
444,Lip and oral cavity cancer,C05.9,"Malignant neoplasm of palate, unspecified"
444,Lip and oral cavity cancer,C06.2,Malignant neoplasm of retromolar area
444,Lip and oral cavity cancer,C05.1,Malignant neoplasm of soft palate
444,Lip and oral cavity cancer,C08.1,Malignant neoplasm of sublingual gland
444,Lip and oral cavity cancer,C08.0,Malignant neoplasm of submandibular gland
444,Lip and oral cavity cancer,C02.9,"Malignant neoplasm of tongue, unspecified"
444,Lip and oral cavity cancer,C03.0,Malignant neoplasm of upper gum
444,Lip and oral cavity cancer,C00.3,"Malignant neoplasm of upper lip, inner aspect"
444,Lip and oral cavity cancer,C05.2,Malignant neoplasm of uvula
444,Lip and oral cavity cancer,C02.2,Malignant neoplasm of ventral surface of tongue
444,Lip and oral cavity cancer,C06.1,Malignant neoplasm of vestibule of mouth
444,Lip and oral cavity cancer,C02.3,"Malig neoplasm of anterior two-thirds of tongue, part unsp"
444,Lip and oral cavity cancer,D10.3,Other and unspecified parts of mouth
447,Nasopharynx cancer,D10.6,Benign neoplasm of nasopharynx
447,Nasopharynx cancer,C11.3,Malignant neoplasm of anterior wall of nasopharynx
447,Nasopharynx cancer,C11.2,Malignant neoplasm of lateral wall of nasopharynx
447,Nasopharynx cancer,C11.9,"Malignant neoplasm of nasopharynx, unspecified"
447,Nasopharynx cancer,C11.8,Malignant neoplasm of overlapping sites of nasopharynx
447,Nasopharynx cancer,C11.1,Malignant neoplasm of posterior wall of nasopharynx
447,Nasopharynx cancer,C11.0,Malignant neoplasm of superior wall of nasopharynx
450,Other pharynx cancer,D10.7,Benign neoplasm of hypopharynx
450,Other pharynx cancer,C10.1,Malignant neoplasm of anterior surface of epiglottis
450,Other pharynx cancer,C10.4,Malignant neoplasm of branchial cleft
450,Other pharynx cancer,C13.9,"Malignant neoplasm of hypopharynx, unspecified"
450,Other pharynx cancer,C10.2,Malignant neoplasm of lateral wall of oropharynx
450,Other pharynx cancer,C10.9,"Malignant neoplasm of oropharynx, unspecified"
450,Other pharynx cancer,C13.8,Malignant neoplasm of overlapping sites of hypopharynx
450,Other pharynx cancer,C10.8,Malignant neoplasm of overlapping sites of oropharynx
450,Other pharynx cancer,C09.8,Malignant neoplasm of overlapping sites of tonsil
450,Other pharynx cancer,C13.0,Malignant neoplasm of postcricoid region
450,Other pharynx cancer,C13.2,Malignant neoplasm of posterior wall of hypopharynx
450,Other pharynx cancer,C10.3,Malignant neoplasm of posterior wall of oropharynx
450,Other pharynx cancer,C09.0,Malignant neoplasm of tonsillar fossa
450,Other pharynx cancer,C09.9,"Malignant neoplasm of tonsil, unspecified"
450,Other pharynx cancer,C10.0,Malignant neoplasm of vallecula
450,Other pharynx cancer,C13.1,"Malig neoplasm of aryepiglottic fold, hypopharyngeal aspect"
450,Other pharynx cancer,C09.1,Malig neoplasm of tonsillar pillar (anterior) (posterior)
453,Gallbladder and biliary tract cancer,D13.5,Benign neoplasm of extrahepatic bile ducts
453,Gallbladder and biliary tract cancer,C24.1,Malignant neoplasm of ampulla of Vater
453,Gallbladder and biliary tract cancer,C24.9,"Malignant neoplasm of biliary tract, unspecified"
453,Gallbladder and biliary tract cancer,C24.0,Malignant neoplasm of extrahepatic bile duct
453,Gallbladder and biliary tract cancer,C24.8,Malignant neoplasm of overlapping sites of biliary tract
456,Pancreatic cancer,D13.7,Benign neoplasm of endocrine pancreas
456,Pancreatic cancer,D13.6,Benign neoplasm of pancreas
456,Pancreatic cancer,C25.1,Malignant neoplasm of body of pancreas
456,Pancreatic cancer,C25.4,Malignant neoplasm of endocrine pancreas
456,Pancreatic cancer,C25.0,Malignant neoplasm of head of pancreas
456,Pancreatic cancer,C25.7,Malignant neoplasm of other parts of pancreas
456,Pancreatic cancer,C25.8,Malignant neoplasm of overlapping sites of pancreas
456,Pancreatic cancer,C25.9,"Malignant neoplasm of pancreas, unspecified"
456,Pancreatic cancer,C25.3,Malignant neoplasm of pancreatic duct
456,Pancreatic cancer,C25.2,Malignant neoplasm of tail of pancreas
459,Malignant skin melanoma,C43.2,Malignant melanoma of ear and external auricular canal
459,Malignant skin melanoma,C43.1,"Malignant melanoma of eyelid, including canthus"
459,Malignant skin melanoma,C43.0,Malignant melanoma of lip
459,Malignant skin melanoma,C43.7,"Malignant melanoma of lower limb, including hip"
459,Malignant skin melanoma,C43.3,Malignant melanoma of other and unspecified parts of face
459,Malignant skin melanoma,C43.8,Malignant melanoma of overlapping sites of skin
459,Malignant skin melanoma,C43.4,Malignant melanoma of scalp and neck
459,Malignant skin melanoma,C43.9,"Malignant melanoma of skin, unspecified"
459,Malignant skin melanoma,C43.5,Malignant melanoma of trunk
459,Malignant skin melanoma,C43.6,"Malignant melanoma of upper limb, including shoulder"
459,Malignant skin melanoma,D22.2,Melanocytic nevi of ear and external auricular canal
459,Malignant skin melanoma,D22.1,"Melanocytic nevi of eyelid, including canthus"
459,Malignant skin melanoma,D22.0,Melanocytic nevi of lip
459,Malignant skin melanoma,D22.7,"Melanocytic nevi of lower limb, including hip"
459,Malignant skin melanoma,D22.3,Melanocytic nevi of other and unspecified parts of face
459,Malignant skin melanoma,D22.4,Melanocytic nevi of scalp and neck
459,Malignant skin melanoma,D22.5,Melanocytic nevi of trunk
459,Malignant skin melanoma,D22.6,"Melanocytic nevi of upper limb, including shoulder"
459,Malignant skin melanoma,D22.9,"Melanocytic nevi, unspecified"
459,Malignant skin melanoma,D03.2,Melanoma in situ of ear and external auricular canal
459,Malignant skin melanoma,D03.1,"Melanoma in situ of eyelid, including canthus"
459,Malignant skin melanoma,D03.0,Melanoma in situ of lip
459,Malignant skin melanoma,D03.7,"Melanoma in situ of lower limb, including hip"
459,Malignant skin melanoma,D03.3,Melanoma in situ of other and unspecified parts of face
459,Malignant skin melanoma,D03.8,Melanoma in situ of other sites
459,Malignant skin melanoma,D03.4,Melanoma in situ of scalp and neck
459,Malignant skin melanoma,D03.5,Melanoma in situ of trunk
459,Malignant skin melanoma,D03.6,"Melanoma in situ of upper limb, including shoulder"
459,Malignant skin melanoma,D03.9,"Melanoma in situ, unspecified"
459,Malignant skin melanoma,D48.5,Neoplasm of uncertain behavior of skin
459,Malignant skin melanoma,D23.3,Oth benign neoplasm of skin of other and unsp parts of face
459,Malignant skin melanoma,D23.2,Oth benign neoplasm skin/ ear and external auricular canal
459,Malignant skin melanoma,D23.6,"Oth benign neoplasm skin/ upper limb, including shoulder"
459,Malignant skin melanoma,D23.1,"Other benign neoplasm of skin of eyelid, including canthus"
459,Malignant skin melanoma,D23.0,Other benign neoplasm of skin of lip
459,Malignant skin melanoma,D23.7,"Other benign neoplasm of skin of lower limb, including hip"
459,Malignant skin melanoma,D23.4,Other benign neoplasm of skin of scalp and neck
459,Malignant skin melanoma,D23.5,Other benign neoplasm of skin of trunk
459,Malignant skin melanoma,D23.9,"Other benign neoplasm of skin, unspecified"
462,Non-melanoma skin cancer,D04.2,Ca in situ skin of ear and external auricular canal
462,Non-melanoma skin cancer,D04.1,"Carcinoma in situ of skin of eyelid, including canthus"
462,Non-melanoma skin cancer,D04.0,Carcinoma in situ of skin of lip
462,Non-melanoma skin cancer,D04.7,"Carcinoma in situ of skin of lower limb, including hip"
462,Non-melanoma skin cancer,D04.3,Carcinoma in situ of skin of other and unsp parts of face
462,Non-melanoma skin cancer,D04.8,Carcinoma in situ of skin of other sites
462,Non-melanoma skin cancer,D04.4,Carcinoma in situ of skin of scalp and neck
462,Non-melanoma skin cancer,D04.5,Carcinoma in situ of skin of trunk
462,Non-melanoma skin cancer,D04.6,"Carcinoma in situ of skin of upper limb, including shoulder"
462,Non-melanoma skin cancer,D04.9,"Carcinoma in situ of skin, unspecified"
462,Non-melanoma skin cancer,D49.2,"Neoplasm of unsp behavior of bone, soft tissue, and skin"
462,Non-melanoma skin cancer,C44.8,Oth and unsp malignant neoplasm of overlapping sites of skin
462,Non-melanoma skin cancer,C44.3,Oth and unsp malignant neoplasm skin/ and unsp parts of face
462,Non-melanoma skin cancer,C44.1,"Oth and unsp malignant neoplasm skin/ eyelid, inc canthus"
462,Non-melanoma skin cancer,C44.7,"Oth and unsp malignant neoplasm skin/ lower limb, inc hip"
462,Non-melanoma skin cancer,C44.2,Oth and unsp malig neoplasm skin/ ear and extrn auric canal
462,Non-melanoma skin cancer,C44.6,"Oth and unsp malig neoplasm skin/ upper limb, inc shoulder"
462,Non-melanoma skin cancer,C44.0,Other and unspecified malignant neoplasm of skin of lip
462,Non-melanoma skin cancer,C44.5,Other and unspecified malignant neoplasm of skin of trunk
462,Non-melanoma skin cancer,C44.4,Other and unsp malignant neoplasm of skin of scalp and neck
462,Non-melanoma skin cancer,C44.9,"Other and unsp malignant neoplasm of skin, unspecified"
465,Ovarian cancer,D27.1,Benign neoplasm of left ovary
465,Ovarian cancer,D27.0,Benign neoplasm of right ovary
465,Ovarian cancer,D27.9,Benign neoplasm of unspecified ovary
465,Ovarian cancer,C56.2,Malignant neoplasm of left ovary
465,Ovarian cancer,C56.1,Malignant neoplasm of right ovary
465,Ovarian cancer,C56.9,Malignant neoplasm of unspecified ovary
465,Ovarian cancer,D39.1,Neoplasm of uncertain behavior of ovary
468,Testicular cancer,D29.3,Benign neoplasm of epididymis
468,Testicular cancer,D29.8,Benign neoplasm of other specified male genital organs
468,Testicular cancer,D29.4,Benign neoplasm of scrotum
468,Testicular cancer,D29.2,Benign neoplasm of testis
468,Testicular cancer,C62.1,Malignant neoplasm of descended testis
468,Testicular cancer,C62.9,"Malignant neoplasm of testis, unsp descended or undescended"
468,Testicular cancer,C62.0,Malignant neoplasm of undescended testis
468,Testicular cancer,D40.8,Neoplasm of uncertain behavior of oth male genital organs
468,Testicular cancer,D40.1,Neoplasm of uncertain behavior of testis
471,Kidney cancer,D30.0,Benign neoplasm of kidney
471,Kidney cancer,D30.1,Benign neoplasm of renal pelvis
471,Kidney cancer,C64.2,"Malignant neoplasm of left kidney, except renal pelvis"
471,Kidney cancer,C65.2,Malignant neoplasm of left renal pelvis
471,Kidney cancer,C64.1,"Malignant neoplasm of right kidney, except renal pelvis"
471,Kidney cancer,C65.1,Malignant neoplasm of right renal pelvis
471,Kidney cancer,C65.9,Malignant neoplasm of unspecified renal pelvis
471,Kidney cancer,C64.9,"Malignant neoplasm of unsp kidney, except renal pelvis"
471,Kidney cancer,D41.0,Neoplasm of uncertain behavior of kidney
471,Kidney cancer,D41.1,Neoplasm of uncertain behavior of renal pelvis
474,Bladder cancer,D30.3,Benign neoplasm of bladder
474,Bladder cancer,D09.0,Carcinoma in situ of bladder
474,Bladder cancer,C67.3,Malignant neoplasm of anterior wall of bladder
474,Bladder cancer,C67.5,Malignant neoplasm of bladder neck
474,Bladder cancer,C67.9,"Malignant neoplasm of bladder, unspecified"
474,Bladder cancer,C67.1,Malignant neoplasm of dome of bladder
474,Bladder cancer,C67.2,Malignant neoplasm of lateral wall of bladder
474,Bladder cancer,C67.8,Malignant neoplasm of overlapping sites of bladder
474,Bladder cancer,C67.4,Malignant neoplasm of posterior wall of bladder
474,Bladder cancer,C67.0,Malignant neoplasm of trigone of bladder
474,Bladder cancer,C67.7,Malignant neoplasm of urachus
474,Bladder cancer,C67.6,Malignant neoplasm of ureteric orifice
474,Bladder cancer,D41.4,Neoplasm of uncertain behavior of bladder
474,Bladder cancer,D41.8,Neoplasm of uncertain behavior of oth urinary organs
474,Bladder cancer,D49.4,Neoplasm of unspecified behavior of bladder
477,Brain and nervous system cancer,C72.4,Malignant neoplasm of acoustic nerve
477,Brain and nervous system cancer,C71.7,Malignant neoplasm of brain stem
477,Brain and nervous system cancer,C71.9,"Malignant neoplasm of brain, unspecified"
477,Brain and nervous system cancer,C72.1,Malignant neoplasm of cauda equina
477,Brain and nervous system cancer,C72.9,"Malignant neoplasm of central nervous system, unspecified"
477,Brain and nervous system cancer,C71.6,Malignant neoplasm of cerebellum
477,Brain and nervous system cancer,C70.0,Malignant neoplasm of cerebral meninges
477,Brain and nervous system cancer,C71.5,Malignant neoplasm of cerebral ventricle
477,Brain and nervous system cancer,C71.0,"Malignant neoplasm of cerebrum, except lobes and ventricles"
477,Brain and nervous system cancer,C71.1,Malignant neoplasm of frontal lobe
477,Brain and nervous system cancer,C70.9,"Malignant neoplasm of meninges, unspecified"
477,Brain and nervous system cancer,C71.4,Malignant neoplasm of occipital lobe
477,Brain and nervous system cancer,C72.2,Malignant neoplasm of olfactory nerve
477,Brain and nervous system cancer,C72.3,Malignant neoplasm of optic nerve
477,Brain and nervous system cancer,C72.5,Malignant neoplasm of other and unspecified cranial nerves
477,Brain and nervous system cancer,C71.8,Malignant neoplasm of overlapping sites of brain
477,Brain and nervous system cancer,C71.3,Malignant neoplasm of parietal lobe
477,Brain and nervous system cancer,C72.0,Malignant neoplasm of spinal cord
477,Brain and nervous system cancer,C70.1,Malignant neoplasm of spinal meninges
477,Brain and nervous system cancer,C71.2,Malignant neoplasm of temporal lobe
480,Thyroid cancer,D09.8,Carcinoma in situ of other specified sites
480,Thyroid cancer,D09.3,Carcinoma in situ of thyroid and other endocrine glands
480,Thyroid cancer,D44.0,Neoplasm of uncertain behavior of thyroid gland
483,Mesothelioma,C45.7,Mesothelioma of other sites
483,Mesothelioma,C45.2,Mesothelioma of pericardium
483,Mesothelioma,C45.1,Mesothelioma of peritoneum
483,Mesothelioma,C45.0,Mesothelioma of pleura
483,Mesothelioma,C45.9,"Mesothelioma, unspecified"
484,Hodgkin lymphoma,C81.9,"Hodgkin lymphoma, unspecified"
484,Hodgkin lymphoma,C81.3,Lymphocyte depleted classical Hodgkin lymphoma
484,Hodgkin lymphoma,C81.4,Lymphocyte-rich classical Hodgkin lymphoma
484,Hodgkin lymphoma,C81.2,Mixed cellularity classical Hodgkin lymphoma
484,Hodgkin lymphoma,C81.0,Nodular lymphocyte predominant Hodgkin lymphoma
484,Hodgkin lymphoma,C81.1,Nodular sclerosis classical Hodgkin lymphoma
484,Hodgkin lymphoma,C81.7,Other classical Hodgkin lymphoma
485,Non-Hodgkin lymphoma,C84.7,"Anaplastic large cell lymphoma, ALK-negative"
485,Non-Hodgkin lymphoma,C84.6,"Anaplastic large cell lymphoma, ALK-positive"
485,Non-Hodgkin lymphoma,C86.5,Angioimmunoblastic T-cell lymphoma
485,Non-Hodgkin lymphoma,C86.4,Blastic NK-cell lymphoma
485,Non-Hodgkin lymphoma,C83.7,Burkitt lymphoma
485,Non-Hodgkin lymphoma,C82.6,Cutaneous follicle center lymphoma
485,Non-Hodgkin lymphoma,C82.5,Diffuse follicle center lymphoma
485,Non-Hodgkin lymphoma,C83.3,Diffuse large B-cell lymphoma
485,Non-Hodgkin lymphoma,C86.2,Enteropathy-type (intestinal) T-cell lymphoma
485,Non-Hodgkin lymphoma,C86.0,"Extranodal NK/T-cell lymphoma, nasal type"
485,Non-Hodgkin lymphoma,C82.0,Follicular lymphoma grade I
485,Non-Hodgkin lymphoma,C82.1,Follicular lymphoma grade II
485,Non-Hodgkin lymphoma,C82.3,Follicular lymphoma grade IIIa
