cause_id,icd10,icd10_name
613,D61.0,Constitutional aplastic anemia
619,E34.4,Constitutional tall stature
709,W58.0,Contact with alligator
709,W55.0,Contact with cat
709,W61.3,Contact with chicken
704,W30.0,Contact with combine harvester
704,W46.1,Contact with contaminated hypodermic needle
709,W55.2,Contact with cow
709,W58.1,Contact with crocodile
709,W56.0,Contact with dolphin
709,W61.6,Contact with duck
704,W29.1,Contact with electric knife
699,X10.2,Contact with fats and cooking oils
704,W27.1,Contact with garden tool
709,W61.5,Contact with goose
704,W30.3,Contact with grain storage elevator
704,W30.2,Contact with hay derrick
709,W55.1,Contact with horse
699,X10.0,Contact with hot drinks
699,X10.1,Contact with hot food
699,X15.2,Contact with hotplate
699,X15.3,Contact with hot saucepan or skillet
699,X15.0,Contact with hot stove (kitchen)
699,X15.1,Contact with hot toaster
699,X11.0,Contact with hot water in bath or tub
704,W46.0,Contact with hypodermic needle
704,W27.4,Contact with kitchen utensil
704,W26.0,Contact with knife
704,W24.0,"Contact with lifting devices, not elsewhere classified"
709,W61.1,Contact with macaw
704,W31.1,Contact with metalworking machines
704,W31.0,Contact with mining and earth-drilling machinery
709,W53.0,Contact with mouse
704,W29.4,Contact with nail gun
704,W27.3,Contact with needle (sewing)
709,W62.0,Contact with nonvenomous frogs
709,W59.0,Contact with nonvenomous lizards
709,W59.1,Contact with nonvenomous snakes
709,W62.1,Contact with nonvenomous toads
709,W56.2,Contact with orca
842,W93.0,Contact with or inhalation of dry ice
842,W93.1,Contact with or inhalation of liquid air
709,W61.9,Contact with other birds
709,W56.5,Contact with other fish
709,W55.3,Contact with other hoof stock
699,X15.8,Contact with other hot household appliances
699,X11.8,Contact with other hot tap-water
709,W55.8,Contact with other mammals
709,W56.3,Contact with other marine mammals
704,W27.8,Contact with other nonpowered hand tool
709,W62.9,Contact with other nonvenomous amphibians
709,W56.8,Contact with other nonvenomous marine animals
709,W59.8,Contact with other nonvenomous reptiles
704,W29.2,Contact with other powered household machinery
709,W61.2,Contact with other psittacines
709,W53.8,Contact with other rodent
704,W30.8,Contact with other specified agricultural machinery
704,W31.8,Contact with other specified machinery
704,W27.5,Contact with paper-cutter
709,W61.0,Contact with parrot
709,W55.4,Contact with pig
704,W29.0,Contact with powered kitchen appliance
704,W31.2,Contact with powered woodworking and forming machines
704,W30.1,Contact with power take-off devices (PTO)
704,W31.3,Contact with prime movers
709,W55.5,Contact with raccoon
709,W53.1,Contact with rat
699,X11.1,Contact with running hot water
704,W27.2,Contact with scissors
709,W56.1,Contact with sea lion
709,W56.4,Contact with shark
709,W53.2,Contact with squirrel
704,W26.1,Contact with sword or dagger
704,W24.1,"Contact with transmission devices, not elsewhere classified"
709,W61.4,Contact with turkey
709,W59.2,Contact with turtles
704,W30.9,Contact with unspecified agricultural machinery
704,W31.9,Contact with unspecified machinery
704,W27.0,Contact with workbench tool
704,W29.8,Contact w oth powered powered hand tools and household mach
704,W29.3,Contact w powered garden and outdoor hand tools and mach
708,Y64.8,Contaminated med/biolog sub administered by oth means
708,Y64.9,Contaminated med/biolog sub administered by unsp means
708,Y64.1,"Contaminated med/biolog sub, injected or used for immuniz"
708,Y64.0,"Contaminated med/biolog sub, transfused or infused"
379,O31.2,Continuing pregnancy after uterin death of one fetus or more
379,O31.3,Cont preg after elective fetal rdct of one fetus or more
379,O31.1,Cont pregnancy after spon abortion of one fetus or more
669,H51.1,Convergence insufficiency and excess
585,F44.7,Conversion disorder with mixed symptom presentation
585,F44.4,Conversion disorder with motor symptom or deficit
585,F44.5,Conversion disorder with seizures or convulsions
585,F44.6,Conversion disorder with sensory symptom or deficit
391,E61.0,Copper deficiency
669,H18.4,Corneal degeneration
669,H16.4,Corneal neovascularization
669,H18.0,Corneal pigmentations and deposits
669,H16.0,Corneal ulcer
493,I25.4,Coronary artery aneurysm and dissection
603,N83.1,Corpus luteum cyst
641,Q24.2,Cor triatriatum
385,P71.0,Cow's milk hypocalcemia in newborn
379,O92.1,"Cracked nipple assoc w pregnancy, the puerp, and lactation"
641,Q75.1,Craniofacial dysostosis
641,Q00.1,Craniorachischisis
641,Q75.0,Craniosynostosis
639,M34.1,CR(E)ST syndrome
408,A81.0,Creutzfeldt-Jakob disease
619,E80.5,Crigler-Najjar syndrome
365,A98.0,Crimean-Congo hemorrhagic fever
532,K50.8,Crohn's disease of both small and large intestine
532,K50.1,Crohn's disease of large intestine
532,K50.0,Crohn's disease of small intestine
532,K50.9,"Crohn's disease, unspecified"
695,V91.1,Crushed betw watercraft and oth wtrcrft/obj due to collision
619,D89.1,Cryoglobulinemia
302,A07.2,Cryptosporidiosis
669,H43.2,Crystalline deposits in vitreous body
619,E24.9,"Cushing's syndrome, unspecified"
653,L02.3,"Cutaneous abscess, furuncle and carbuncle of buttock"
653,L02.0,"Cutaneous abscess, furuncle and carbuncle of face"
653,L02.6,"Cutaneous abscess, furuncle and carbuncle of foot"
653,L02.5,"Cutaneous abscess, furuncle and carbuncle of hand"
653,L02.4,"Cutaneous abscess, furuncle and carbuncle of limb"
653,L02.1,"Cutaneous abscess, furuncle and carbuncle of neck"
653,L02.8,"Cutaneous abscess, furuncle and carbuncle of other sites"
653,L02.2,"Cutaneous abscess, furuncle and carbuncle of trunk"
653,L02.9,"Cutaneous abscess, furuncle and carbuncle, unspecified"
302,A06.7,Cutaneous amebiasis
408,A22.0,Cutaneous anthrax
338,A36.3,Cutaneous diphtheria
408,A26.0,Cutaneous erysipeloid
485,C82.6,Cutaneous follicle center lymphoma
408,A32.0,Cutaneous listeriosis
381,P28.2,Cyanotic attacks of newborn
619,D70.4,Cyclic neutropenia
302,A07.4,Cyclosporiasis
585,F34.0,Cyclothymic disorder
520,J34.1,Cyst and mucocele of nose and nasal sinus
641,Q44.6,Cystic disease of liver
352,B69.0,Cysticercosis of central nervous system
352,B69.1,Cysticercosis of eye
352,B69.8,Cysticercosis of other sites
352,B69.9,"Cysticercosis, unspecified"
641,Q11.0,Cystic eyeball
619,E84.9,"Cystic fibrosis, unspecified"
619,E84.1,Cystic fibrosis with intestinal manifestations
619,E84.8,Cystic fibrosis with other manifestations
619,E84.0,Cystic fibrosis with pulmonary manifestations
589,Q61.9,"Cystic kidney disease, unspecified"
594,N30.9,"Cystitis, unspecified"
603,N81.1,Cystocele
603,N75.0,Cyst of Bartholin's gland
669,H21.3,"Cyst of iris, ciliary body and anterior chamber"
594,N28.1,"Cyst of kidney, acquired"
680,K09.9,"Cyst of oral region, unspecified"
535,K86.2,Cyst of pancreas
619,D73.4,Cyst of spleen
408,B25.9,"Cytomegaloviral disease, unspecified"
408,B25.1,Cytomegaloviral hepatitis
408,B27.1,Cytomegaloviral mononucleosis
408,B25.2,Cytomegaloviral pancreatitis
408,B25.0,Cytomegaloviral pneumonitis
669,H04.0,Dacryoadenitis
379,O22.3,Deep phlebothrombosis in pregnancy
379,O87.1,Deep phlebothrombosis in the puerperium
619,E77.1,Defects in glycoprotein degradation
619,E77.0,Defects in post-translational mod of lysosomal enzymes
619,E80.3,Defects of catalase and peroxidase
391,E61.7,Deficiency of multiple nutrient elements
391,E61.9,"Deficiency of nutrient element, unspecified"
391,E53.8,Deficiency of other specified B group vitamins
391,E61.8,Deficiency of other specified nutrient elements
391,E56.8,Deficiency of other vitamins
391,E56.0,Deficiency of vitamin E
391,E56.1,Deficiency of vitamin K
669,H05.3,Deformity of orbit
619,N65.0,Deformity of reconstructed breast
669,H44.5,Degenerated conditions of globe
669,H21.2,Degeneration of iris and ciliary body
669,H35.3,Degeneration of macula and posterior pole
560,G31.2,Degeneration of nervous system due to alcohol
557,G23.9,"Degenerative disease of basal ganglia, unspecified"
543,G31.9,"Degenerative disease of nervous system, unspecified"
669,H44.2,Degenerative myopia
385,P74.1,Dehydration of newborn
367,O72.2,Delayed and secondary postpartum hemorrhage
379,O75.5,Delayed delivery after artificial rupture of membranes
379,O63.2,"Delayed delivery of second twin, triplet, etc."
371,O03.6,Delayed or excess hemor fol complete or unsp spon abortion
371,O07.1,Delayed or excess hemor fol failed attempt term of pregnancy
371,O04.6,Delayed or excess hemor fol (induced) term of pregnancy
371,O03.1,Delayed or excessive hemor following incmpl spon abortion
619,E30.0,Delayed puberty
641,Q93.9,"Deletion from autosomes, unspecified"
641,Q93.3,Deletion of short arm of chromosome 4
641,Q93.4,Deletion of short arm of chromosome 5
641,Q93.7,Deletions with other complex rearrangements
613,D56.2,Delta-beta thalassemia
543,F02.8,Dementia in other diseases classified elsewhere
557,G37.9,"Demyelinating disease of central nervous system, unspecified"
680,K02.5,Dental caries on pit and fissure surface
680,K02.6,Dental caries on smooth surface
680,K02.9,"Dental caries, unspecified"
680,K02.7,Dental root caries
585,F60.7,Dependent personality disorder
585,F48.1,Depersonalization-derealization syndrome
680,K03.6,Deposits [accretions] on teeth
653,L13.0,Dermatitis herpetiformis
639,M36.0,Dermato(poly)myositis in neoplastic disease
557,M33.9,"Dermatopolymyositis, unspecified"
585,F81.9,"Developmental disorder of scholastic skills, unspecified"
585,F80.9,"Developmental disorder of speech and language, unspecified"
680,K09.1,Developmental (nonodontogenic) cysts of oral region
680,K09.0,Developmental odontogenic cysts
641,Q50.1,Developmental ovarian cyst
520,J34.2,Deviated nasal septum
641,Q24.0,Dextrocardia
619,E23.2,Diabetes insipidus
708,Y70.0,Diagnostic and monitoring anesth devices assoc w incdt
708,Y71.0,Diagnostic and monitoring cardiovasc devices assoc w incdt
708,Y75.0,Diagnostic and monitoring neurological devices assoc w incdt
708,Y76.0,Diagnostic and monitoring ob/gyn devices assoc w incdt
708,Y77.0,Diagnostic and monitoring ophthalmic devices assoc w incdt
708,Y79.0,Diagnostic and monitoring orthopedic devices assoc w incdt
708,Y72.0,Diagnostic and monitoring otorhino devices assoc w incdt
708,Y78.0,Diagnostic and monitoring radiological devices assoc w incdt
531,K44.1,Diaphragmatic hernia with gangrene
531,K44.0,"Diaphragmatic hernia with obstruction, without gangrene"
531,K44.9,Diaphragmatic hernia without obstruction or gangrene
302,R19.7,"Diarrhea, unspecified"
641,Q06.2,Diastematomyelia
641,Q77.5,Diastrophic dysplasia
364,B66.2,Dicroceliasis
391,D52.0,Dietary folate deficiency anemia
669,H71.3,Diffuse cholesteatosis
429,N60.1,Diffuse cystic mastopathy
639,M35.4,Diffuse (eosinophilic) fasciitis
485,C82.5,Diffuse follicle center lymphoma
485,C83.3,Diffuse large B-cell lymphoma
557,G37.0,Diffuse sclerosis of central nervous system
338,A36.9,"Diphtheria, unspecified"
365,B70.0,Diphyllobothriasis
669,H53.2,Diplopia
365,B71.1,Dipylidiasis
639,L93.0,Discoid lupus erythematosus
641,Q68.6,Discoid meniscus
669,H74.2,Discontinuity and dislocation of ear ossicles
641,Q20.5,Discordant atrioventricular connection
641,Q20.3,Discordant ventriculoarterial connection
541,K62.9,"Disease of anus and rectum, unspecified"
529,K38.9,"Disease of appendix, unspecified"
603,N75.9,"Disease of Bartholin's gland, unspecified"
534,K83.9,"Disease of biliary tract, unspecified"
507,I78.9,"Disease of capillaries, unspecified"
541,K22.9,"Disease of esophagus, unspecified"
534,K82.9,"Disease of gallbladder, unspecified"
680,K03.9,"Disease of hard tissues of teeth, unspecified"
535,K86.9,"Disease of pancreas, unspecified"
507,I31.9,"Disease of pericardium, unspecified"
680,K11.9,"Disease of salivary gland, unspecified"
557,G95.9,"Disease of spinal cord, unspecified"
619,D73.9,"Disease of spleen, unspecified"
527,K31.9,"Disease of stomach and duodenum, unspecified"
619,E32.9,"Disease of thymus, unspecified"
680,K14.9,"Disease of tongue, unspecified"
520,J39.9,"Disease of upper respiratory tract, unspecified"
680,K13.0,Diseases of lips
375,O99.4,Diseases of the circulatory system compl preg/chldbrth
375,O99.6,Diseases of the digestive system compl preg/chldbrth
375,O99.5,Diseases of the respiratory system compl preg/chldbrth
375,O99.7,"Diseases of the skin, subcu compl preg/chldbrth"
669,H27.1,Dislocation of lens
619,E27.9,"Disorder of adrenal gland, unspecified"
936,E72.9,"Disorder of amino-acid metabolism, unspecified"
619,E72.9,"Disorder of amino-acid metabolism, unspecified"
379,O41.9,"Disorder of amniotic fluid and membranes, unspecified"
619,E70.9,"Disorder of aromatic amino-acid metabolism, unspecified"
507,I77.9,"Disorder of arteries and arterioles, unspecified"
619,E80.7,"Disorder of bilirubin metabolism, unspecified"
639,M89.9,"Disorder of bone, unspecified"
619,E71.2,"Disorder of branched-chain amino-acid metabolism, unsp"
619,E74.9,"Disorder of carbohydrate metabolism, unspecified"
669,H61.9,"Disorder of external ear, unspecified"
680,K06.9,"Disorder of gingiva and edentulous alveolar ridge, unsp"
619,E77.9,"Disorder of glycoprotein metabolism, unspecified"
669,H04.9,"Disorder of lacrimal system, unspecified"
619,E78.9,"Disorder of lipoprotein metabolism, unspecified"
619,E83.9,"Disorder of mineral metabolism, unspecified"
385,P94.9,"Disorder of muscle tone of newborn, unspecified"
619,E16.9,"Disorder of pancreatic internal secretion, unspecified"
619,E21.5,"Disorder of parathyroid gland, unspecified"
619,E23.7,"Disorder of pituitary gland, unspecified"
619,E30.9,"Disorder of puberty, unspecified"
619,E79.9,"Disorder of purine and pyrimidine metabolism, unspecified"
680,K08.9,"Disorder of teeth and supporting structures, unspecified"
557,G90.9,"Disorder of the autonomic nervous system, unspecified"
680,K00.9,"Disorder of tooth development, unspecified"
507,I87.9,"Disorder of vein, unspecified"
619,D72.9,"Disorder of white blood cells, unspecified"
594,N25.9,"Disorder rslt from impaired renal tubular function, unsp"
669,H52.5,Disorders of accommodation
936,E72.0,Disorders of amino-acid transport
619,E72.0,Disorders of amino-acid transport
619,E78.7,Disorders of bile acid and cholesterol metabolism
619,E83.5,Disorders of calcium metabolism
619,E71.4,Disorders of carnitine metabolism
619,E83.0,Disorders of copper metabolism
619,E71.3,Disorders of fatty-acid metabolism
619,E74.1,Disorders of fructose metabolism
619,E74.2,Disorders of galactose metabolism
936,E72.5,Disorders of glycine metabolism
619,E72.5,Disorders of glycine metabolism
619,E70.4,Disorders of histidine metabolism
619,E83.1,Disorders of iron metabolism
936,E72.3,Disorders of lysine and hydroxylysine metabolism
619,E72.3,Disorders of lysine and hydroxylysine metabolism
619,E83.4,Disorders of magnesium metabolism
669,H47.4,Disorders of optic chiasm
669,H47.0,"Disorders of optic nerve, not elsewhere classified"
936,E72.4,Disorders of ornithine metabolism
619,E72.4,Disorders of ornithine metabolism
669,H47.5,Disorders of other visual pathways
619,E83.3,Disorders of phosphorus metabolism and phosphatases
619,E88.0,"Disorders of plasma-protein metabolism, NEC"
619,E74.4,Disorders of pyruvate metabolism and gluconeogenesis
936,E72.1,Disorders of sulfur-bearing amino-acid metabolism
619,E72.1,Disorders of sulfur-bearing amino-acid metabolism
669,H59.0,Disorders of the eye following cataract surgery
619,E70.5,Disorders of tryptophan metabolism
619,E70.2,Disorders of tyrosine metabolism
936,E72.2,Disorders of urea cycle metabolism
619,E72.2,Disorders of urea cycle metabolism
669,H47.6,Disorders of visual cortex
619,E83.2,Disorders of zinc metabolism
559,F20.1,Disorganized schizophrenia
585,F20.1,Disorganized schizophrenia
619,N65.1,Disproportion of reconstructed breast
379,O90.0,Disruption of cesarean delivery wound
379,O90.1,Disruption of perineal obstetric wound
501,I71.0,Dissection of aorta
494,I67.0,"Dissection of cerebral arteries, nonruptured"
669,H30.1,Disseminated chorioretinal inflammation
408,B00.7,Disseminated herpesviral disease
342,B02.7,Disseminated zoster
585,F44.0,Dissociative amnesia
585,F44.9,"Dissociative and conversion disorder, unspecified"
585,F44.1,Dissociative fugue
585,F44.2,Dissociative stupor
382,P91.9,"Disturbance of cerebral status of newborn, unspecified"
385,P81.9,"Disturbance of temperature regulation of newborn, unsp"
680,K00.6,Disturbances in tooth eruption
680,K00.4,Disturbances in tooth formation
385,P74.3,Disturbances of potassium balance of newborn
680,K11.7,Disturbances of salivary secretion
385,P74.2,Disturbances of sodium balance of newborn
541,K57.9,"Diverticular disease of intest, part unsp, w/o perf or abscs"
541,K57.3,Diverticular disease of lg int w/o perforation or abscess
541,K57.1,Diverticular disease of sm int w/o perforation or abscess
541,K57.5,Diverticular dis of both small and lg int w/o perf or abscs
541,K57.2,Diverticulitis of large intestine w perforation and abscess
541,K57.0,Diverticulitis of small intestine w perforation and abscess
541,K38.2,Diverticulum of appendix
594,N32.3,Diverticulum of bladder
541,K22.5,"Diverticulum of esophagus, acquired"
641,Q67.2,Dolichocephaly
629,M54.9,"Dorsalgia, unspecified"
641,Q20.4,Double inlet ventricle
641,Q20.2,Double outlet left ventricle
641,Q20.1,Double outlet right ventricle
641,Q51.1,Doubling of uterus with doubling of cervix and vagina
641,Q52.1,Doubling of vagina
641,Q90.9,"Down syndrome, unspecified"
493,I24.1,Dressler's syndrome
689,V49.4,Driver injured in collision w oth and unsp mv in traf
689,V49.0,Driver injured in collision w oth and unsp mv nontraf
689,V36.5,Driver of 3-whl mv injured in clsn w nonmtr vehicle in traf
689,V36.0,Driver of 3-whl mv injured in clsn w nonmtr vehicle nontraf
689,V39.4,Driver of 3-whl mv injured in clsn w oth and unsp mv in traf
689,V39.0,Driver of 3-whl mv injured in clsn w oth and unsp mv nontraf
689,V35.5,Driver of 3-whl mv injured in clsn w rail trn/veh in traf
689,V35.0,Driver of 3-whl mv injured in clsn w rail trn/veh nontraf
689,V37.5,Driver of 3-whl mv injured in clsn w statnry object in traf
689,V37.0,Driver of 3-whl mv injured in clsn w statnry object nontraf
689,V32.5,Driver of 3-whl mv injured in collision w 2/3-whl mv in traf
689,V32.0,Driver of 3-whl mv injured in collision w 2/3-whl mv nontraf
689,V34.5,Driver of 3-whl mv injured in collision w hv veh in traf
689,V34.0,Driver of 3-whl mv injured in collision w hv veh nontraf
689,V30.5,Driver of 3-whl mv injured in collision w ped/anml in traf
689,V30.0,Driver of 3-whl mv injured in collision w ped/anml nontraf
689,V31.5,Driver of 3-whl mv injured in collision w pedl cyc in traf
689,V31.0,Driver of 3-whl mv injured in collision w pedl cyc nontraf
689,V38.5,Driver of 3-whl mv injured in nonclsn trnsp accident in traf
689,V38.0,Driver of 3-whl mv injured in nonclsn trnsp accident nontraf
689,V33.5,"Driver of 3-whl mv injured pick-up truck, pk-up/van in traf"
689,V33.0,"Driver of 3-whl mv injured pick-up truck, pk-up/van nontraf"
689,V72.5,Driver of bus injured in collision w 2/3-whl mv in traf
689,V72.0,Driver of bus injured in collision w 2/3-whl mv nontraf
689,V74.5,Driver of bus injured in collision w hv veh in traf
689,V74.0,Driver of bus injured in collision w hv veh nontraf
689,V76.5,Driver of bus injured in collision w nonmtr vehicle in traf
689,V76.0,Driver of bus injured in collision w nonmtr vehicle nontraf
689,V79.4,Driver of bus injured in collision w oth and unsp mv in traf
689,V79.0,Driver of bus injured in collision w oth and unsp mv nontraf
689,V71.5,Driver of bus injured in collision w pedal cycle in traf
689,V71.0,Driver of bus injured in collision w pedal cycle nontraf
689,V70.5,Driver of bus injured in collision w ped/anml in traf
689,V70.0,Driver of bus injured in collision w ped/anml nontraf
689,V75.5,Driver of bus injured in collision w rail trn/veh in traf
689,V75.0,Driver of bus injured in collision w rail trn/veh nontraf
689,V77.5,Driver of bus injured in collision w statnry object in traf
689,V77.0,Driver of bus injured in collision w statnry object nontraf
689,V78.5,Driver of bus injured in nonclsn transport accident in traf
689,V78.0,Driver of bus injured in nonclsn transport accident nontraf
689,V73.5,"Driver of bus injured pick-up truck, pk-up/van in traf"
689,V73.0,"Driver of bus injured pick-up truck, pk-up/van nontraf"
695,V86.5,Driver off-road veh injured in nontraffic accident
695,V86.0,Driver off-road veh injured in traffic accident
689,V66.5,Driver of hv veh injured in clsn w nonmtr vehicle in traf
689,V66.0,Driver of hv veh injured in clsn w nonmtr vehicle nontraf
689,V69.4,Driver of hv veh injured in clsn w oth and unsp mv in traf
689,V69.0,Driver of hv veh injured in clsn w oth and unsp mv nontraf
689,V67.5,Driver of hv veh injured in clsn w statnry object in traf
689,V67.0,Driver of hv veh injured in clsn w statnry object nontraf
689,V62.5,Driver of hv veh injured in collision w 2/3-whl mv in traf
689,V62.0,Driver of hv veh injured in collision w 2/3-whl mv nontraf
689,V64.5,Driver of hv veh injured in collision w hv veh in traf
689,V64.0,Driver of hv veh injured in collision w hv veh nontraf
689,V61.5,Driver of hv veh injured in collision w pedal cycle in traf
689,V61.0,Driver of hv veh injured in collision w pedal cycle nontraf
689,V60.5,Driver of hv veh injured in collision w ped/anml in traf
689,V60.0,Driver of hv veh injured in collision w ped/anml nontraf
689,V65.5,Driver of hv veh injured in collision w rail trn/veh in traf
689,V65.0,Driver of hv veh injured in collision w rail trn/veh nontraf
689,V68.5,Driver of hv veh injured in nonclsn trnsp accident in traf
689,V68.0,Driver of hv veh injured in nonclsn trnsp accident nontraf
689,V63.5,"Driver of hv veh injured pick-up truck, pk-up/van in traf"
689,V63.0,"Driver of hv veh injured pick-up truck, pk-up/van nontraf"
689,V59.4,Driver of pk-up/van inj in clsn w oth and unsp mv in traf
689,V59.0,Driver of pk-up/van inj in clsn w oth and unsp mv nontraf
689,V52.5,Driver of pk-up/van injured in clsn w 2/3-whl mv in traf
689,V52.0,Driver of pk-up/van injured in clsn w 2/3-whl mv nontraf
689,V56.5,Driver of pk-up/van injured in clsn w nonmtr vehicle in traf
689,V56.0,Driver of pk-up/van injured in clsn w nonmtr vehicle nontraf
689,V55.5,Driver of pk-up/van injured in clsn w rail trn/veh in traf
689,V55.0,Driver of pk-up/van injured in clsn w rail trn/veh nontraf
689,V57.5,Driver of pk-up/van injured in clsn w statnry object in traf
689,V57.0,Driver of pk-up/van injured in clsn w statnry object nontraf
689,V54.5,Driver of pk-up/van injured in collision w hv veh in traf
689,V54.0,Driver of pk-up/van injured in collision w hv veh nontraf
689,V50.5,Driver of pk-up/van injured in collision w ped/anml in traf
689,V50.0,Driver of pk-up/van injured in collision w ped/anml nontraf
689,V51.5,Driver of pk-up/van injured in collision w pedl cyc in traf
689,V51.0,Driver of pk-up/van injured in collision w pedl cyc nontraf
689,V58.5,Driver of pk-up/van injured in nonclsn trnsp acc in traf
689,V58.0,Driver of pk-up/van injured in nonclsn trnsp acc nontraf
689,V53.5,"Driver of pk-up/van injured pick-up truck, pk-up/van in traf"
689,V53.0,"Driver of pk-up/van injured pick-up truck, pk-up/van nontraf"
695,V84.0,Driver of special agricultural vehicle injured in traf
695,V84.5,Driver of special agricultural vehicle injured nontraf
695,V85.0,Driver of special construction vehicle injured in traf
695,V85.5,Driver of special construction vehicle injured nontraf
695,V83.0,Driver of special industrial vehicle injured in traf
695,V83.5,Driver of special industrial vehicle injured nontraf
695,V92.1,Drown due to being thrown overboard by motion of watercraft
695,V92.2,Drown due to being washed overboard from watercraft
695,V90.2,Drown due to falling or jumping from burning watercraft
695,V90.3,Drown due to falling or jumping from crushed watercraft
695,V92.0,Drowning and submersion due to fall off watercraft
695,V90.8,Drowning and submersion due to other accident to watercraft
695,V90.0,Drowning and submersion due to watercraft overturning
695,V90.1,Drowning and submersion due to watercraft sinking
619,E09.5,Drug/chem diabetes mellitus w circulatory complications
619,E09.2,Drug/chem diabetes mellitus w kidney complications
619,E09.4,Drug/chem diabetes mellitus w neurological complications
619,E09.3,Drug/chem diabetes mellitus w ophthalmic complications
619,E09.6,Drug/chem diabetes mellitus w oth complications
619,E09.8,Drug/chem diabetes mellitus w unsp complications
535,K85.3,Drug induced acute pancreatitis
619,E27.3,Drug-induced adrenocortical insufficiency
613,D61.1,Drug-induced aplastic anemia
619,D59.0,Drug-induced autoimmune hemolytic anemia
669,H26.3,Drug-induced cataract
619,G25.4,Drug-induced chorea
619,E24.2,Drug-induced Cushing's syndrome
619,G24.0,Drug induced dystonia
557,G24.0,Drug induced dystonia
619,R50.2,Drug induced fever
619,D52.1,Drug-induced folate deficiency anemia
632,M10.2,Drug-induced gout
619,E16.0,Drug-induced hypoglycemia without coma
619,E23.1,Drug-induced hypopituitarism
619,J70.4,"Drug-induced interstitial lung disorders, unspecified"
619,G72.0,Drug-induced myopathy
557,G72.0,Drug-induced myopathy
619,D59.2,Drug-induced nonautoimmune hemolytic anemia
619,E66.1,Drug-induced obesity
653,L10.5,Drug-induced pemphigus
639,M32.0,Drug-induced systemic lupus erythematosus
619,E06.4,Drug-induced thyroiditis
619,G25.6,Drug induced tics and other tics of organic origin
619,G25.1,Drug-induced tremor
619,E09.0,Drug or chemical induced diabetes mellitus w hyperosmolarity
619,E09.1,Drug or chemical induced diabetes mellitus with ketoacidosis
619,E09.9,Drug or chemical induced diabetes mellitus w/o complications
527,K26.9,"Duodenal ulcer, unsp as acute or chronic, w/o hemor or perf"
528,K29.8,Duodenitis
641,Q43.4,Duplication of intestine
589,Q62.5,Duplication of ureter
641,Q92.5,Duplications with other complex rearrangements
729,X37.3,Dust storm
541,K57.4,Dvtrcli of both small and lg int w perforation and abscess
541,K57.8,"Dvtrcli of intestine, part unsp, w perforation and abscess"
708,Y73.0,Dx and monitor gastroent and urology devices assoc w incdt
708,Y74.0,Dx and monitoring gen hosp/persnl-use devices assoc w incdt
708,Y81.0,Dx and monitoring gen/plast-surg devices assoc w incdt
708,Y80.0,Dx and monitoring physical medicine devices assoc w incdt
619,E07.1,Dyshormogenetic goiter
541,K22.4,Dyskinesia of esophagus
641,Q86.2,Dysmorphism due to warfarin
585,F52.6,Dyspareunia not due to a substance or known physiol cond
435,N87.9,"Dysplasia of cervix uteri, unspecified"
585,F34.1,Dysthymic disorder
557,G24.9,"Dystonia, unspecified"
393,A50.1,"Early congenital syphilis, latent"
393,A50.0,"Early congenital syphilis, symptomatic"
393,A50.2,"Early congenital syphilis, unspecified"
557,G11.1,Early-onset cerebellar ataxia
393,A51.5,"Early syphilis, latent"
393,A51.9,"Early syphilis, unspecified"
337,A83.2,Eastern equine encephalitis
585,F50.9,"Eating disorder, unspecified"
843,A98.4,Ebola virus disease
641,Q22.5,Ebstein's anomaly
353,B67.9,"Echinococcosis, other and unspecified"
353,B67.8,"Echinococcosis, unspecified, of liver"
353,B67.2,Echinococcus granulosus infection of bone
353,B67.0,Echinococcus granulosus infection of liver
353,B67.1,Echinococcus granulosus infection of lung
353,B67.3,"Echinococcus granulosus infection, other and multiple sites"
353,B67.4,"Echinococcus granulosus infection, unspecified"
365,B67.6,"Echinococcus multilocularis infct, oth and multiple sites"
365,B67.5,Echinococcus multilocularis infection of liver
365,B67.7,"Echinococcus multilocularis infection, unspecified"
369,O15.1,Eclampsia in labor
369,O15.0,Eclampsia in pregnancy
369,O15.2,Eclampsia in the puerperium
369,O15.9,"Eclampsia, unspecified as to time period"
641,Q82.4,Ectodermal dysplasia (anhidrotic)
619,E24.3,Ectopic ACTH syndrome
641,Q43.5,Ectopic anus
619,E34.2,"Ectopic hormone secretion, not elsewhere classified"
641,Q63.2,Ectopic kidney
371,O00.9,"Ectopic pregnancy, unspecified"
641,Q53.0,Ectopic testis
641,Q33.5,Ectopic tissue in lung
669,H02.1,Ectropion of eyelid
408,B00.0,Eczema herpeticum
520,J38.4,Edema of larynx
641,Q79.6,Ehlers-Danlos syndrome
365,A77.4,Ehrlichiosis
680,K01.0,Embedded teeth
507,I82.8,Embolism and thrombosis of other specified veins
507,I82.3,Embolism and thrombosis of renal vein
507,I82.9,Embolism and thrombosis of unspecified vein
507,I82.2,Embolism and thrombosis of vena cava and oth thoracic veins
371,O03.7,Embolism following complete or unsp spontaneous abortion
371,O07.2,Embolism following failed attempted termination of pregnancy
371,O03.2,Embolism following incomplete spontaneous abortion
371,O04.7,Embolism following (induced) termination of pregnancy
641,Q50.5,Embryonic cyst of broad ligament
641,Q51.6,Embryonic cyst of cervix
641,Q50.4,Embryonic cyst of fallopian tube
509,J43.9,"Emphysema, unspecified"
337,G05.3,Encephalitis and encephalomyelitis in diseases classd elswhr
